Polities,Volunteers,Languages,Language Count,Principal Languages,Immigrant Languages,Duplicate Immigrant Languages,Geographic Note,Nationally Official Languages,Nationally Official Names,Nationally Official Data,Regionally Official Languages,Regionally Official Names,Regionally Official Data,Recognized Languages,Territories,Territory Count,Continent,Language Count Details,Videos Recorded,Corporate Sponsorship,Content resources,Poly Early Access,ISO 3166,Latitude,Longitude,Coordinates,Geocode
Norway,"Alonso_López_,Irena_Dahl_,Anna__20160803,Golala__20170928","fkv,nsl,nor,rmg,sme",5,nor,"Chinese (3,000), Danish (12,000), Finnish (5,360), Northern Kurdish (3,000), Russian (3,000), Spanish (6,500), Swedish (21,000), Vietnamese (99,000)","Chinese (3,000), Danish (12,000), Finnish (5,360), Northern Kurdish (3,000), Russian (3,000), Spanish (6,500), Swedish (21,000), Vietnamese (99,000)",,"rmg,rom,nor","Norwegian, Traveller, Romany, Norwegian","Norwegian, Romani, Scandoromani",sma,"Saami, South",Sami,,"Jan Mayen_NO,Svalbard_NO",2,Eurasia,"The number of individual languages listed for Norway is 9. All are living languages. Of these, 2 are institutional, 2 are developing, 1 is vigorous, 3 are in trouble, and 1 is dying.","Anna_20160803_sjd,Simon_20160707_smj,Golala_20170928_ckb",,,,NO,60.472024,8.468946,"60.472024,8.468946",🔵 eyJpIjoiNjAuNDcyMDI0LDguNDY4OTQ2IiwibyI6eyJzdGF0dXMiOiJPSyIsImxhdCI6NjAuNDcyMDI0LCJsbmciOjguNDY4OTQ2fSwiZSI6MH0=
Turkey,"Deniz_Yükselen_,Gül__20150606","bgx,diq,hrt,kiu,lzz,syc,tru,tur,tsm,uby,zza",11,tur,"Chechen (8,000), Iranian Persian (500,000), Lak (300), Lezgi (1,200), North Levantine Spoken Arabic (500,000)","Chechen (8,000), Iranian Persian (500,000), Lak (300), Lezgi (1,200), North Levantine Spoken Arabic (500,000)",,tur,Turkish,Turkish,,,,,,0,Eurasia,"The number of individual languages listed for Turkey is 36. Of these, 35 are living and 1 is extinct. Of the living languages, 3 are institutional, 14 are developing, 7 are vigorous, 10 are in trouble, and 1 is dying.","Gül_20150606_kiu,Recep_20150606_tur,Adem_20151205_pnt,Soner_20151119_lzz",,,,TR,38.963745,35.243322,"38.963745,35.243322",🔵 eyJpIjoiMzguOTYzNzQ1LDM1LjI0MzMyMiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjM4Ljk2Mzc0NSwibG5nIjozNS4yNDMzMjJ9LCJlIjowfQ==
Bangladesh,Hasive_Chowdhury_,"aml,ben,ccp,ctg,ekl,mro,mef,pkh,rkt,rmz,syl,sdr,tpe,tnv,usi",15,ben,"Eastern Panjabi (23,700), Gujarati (250), Hindi (346,000), Oriya (32,500)","Eastern Panjabi (23,700), Gujarati (250), Hindi (346,000), Oriya (32,500)",,ben,Bengali,Bengali,,,,,,0,Eurasia,"The number of individual languages listed for Bangladesh is 41. All are living languages. Of these, 4 are institutional, 12 are developing, 17 are vigorous, and 8 are in trouble.",,,,,BD,23.684994,90.356331,"23.684994,90.356331",🔵 eyJpIjoiMjMuNjg0OTk0LDkwLjM1NjMzMSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjIzLjY4NDk5NCwibG5nIjo5MC4zNTYzMzF9LCJlIjowfQ==
Brazil,"Murilo_Ricci_,Marília_Rocha_,Raissa_Pizarro_,Angelo__20130311,Augusto__20140729,Julia__20140729,Heron_Sato_20180209","asn,ama,arx,arr,ark,arj,aqz,adw,awt,apy,apu,awe,apn,avv,api,avo,acs,axg,ait,aux,atx,atr,aap,aan,asu,bzs,bkq,bwi,bor,cul,ccd,cin,des,dny,fun,gta,gqn,gvp,gvo,gvj,gvc,gun,gub,hrx,hix,hir,iap,irn,jbt,jur,jup,jua,jaa,knm,ktn,kgm,kzw,kgk,kmv,kyz,kyr,kre,kxo,kqq,kwa,kpn,kpj,kuq,kbc,kbb,kay,kav,kui,knt,ktx,kgp,lkd,ltn,mmv,mzr,mzo,mmh,msp,myu,myp,mdz,mpw,mpu,mpq,mpd,mbl,mbj,mbc,mav,mnd,nuc,nab,oym,orw,opy,otu,oti,pab,prr,pyn,plu,pur,pok,pog,pto,pir,pth,paz,pax,pav,pak,pah,paf,pad,rkb,ram,shb,sru,slj,swx,swo,skf,suy,sik,sae,tme,trz,ter,txu,txi,twt,tqb,tkf,tpy,tka,tpr,tpk,tux,tuo,tca,tud,tbb,tba,tgv,taf,tae,uru,urp,umo,urb,urz,uks,unk,uam,vkm,wyr,wca,wir,wsu,waw,wau,wmd,waf,xai,xaj,xiy,xir,xip,xxr,xmo,xri,xet,xre,xer,xra,xpn,xpk,xbx,xbw,xor,xkr,xoo,xtw,xok,xba,xwa,xav,xkh,xat,yab,yrl,ywn,ybn,yaw,zkp",200,"por,bzs","Italian (50,000), Japanese (380,000), Korean (37,000), Standard German (1,500,000)","Italian (50,000), Japanese (380,000), Korean (37,000), Standard German (1,500,000)",The largest country in South America and in the Southern Hemisphere. Largest contiguous territory in the Americas.,por,Portuguese,Portuguese,"gui,tuo,bwi,yrl,vec,hrx,nds,deu","Guaraní, Eastern Bolivian, Tucano, Baniwa, Nhengatu, Venetian, Hunsrik, Saxon, Low, German, Standard","German, Pomeranian, Hunsrückisch, Talian, Nheengatu, Baniwa, Tucano, Guarani",,"Acre_BR, Amapá_BR, Amazonas_BR, Pará_BR, Rondônia_BR, Roraima_BR, Tocantins_BR, Alagoas_BR, Bahia_BR, Ceará_BR, Maranhão_BR, Paraíba_BR, Pernambuco_BR, Piauí_BR, Rio Grande do Norte_BR, Sergipe_BR, Goiás_BR, Mato Grosso_BR, Mato Grosso do Sul_BR, Espírito Santo_BR, Minas Gerais_BR, Rio de Janeiro_BR, São Paulo_BR, Paraná_BR, Rio Grande do Sul_BR, Santa Catarina_BR,Distrito Federal_BR",27,Americas,"The number of individual languages listed for Brazil is 237. Of these, 215 are living and 22 are extinct. Of the living languages, 7 are institutional, 26 are developing, 28 are vigorous, 55 are in trouble, and 99 are dying.","Augusto_20140729_por,Julia_20140729_por,Gustavo_20150804_por,Diego_20170403_por+spa+ita+fra+eng+deu",Bolloré Africa Logistics,"Feature: Is Brazil prepared for a 'decade of contacts' with emerging tribes?,Sydney Possuelo,Jogos Mundiais Indígenas",,BR,-14.235004,-51.92528,"-14.235004,-51.92528",🔵 eyJpIjoiLTE0LjIzNTAwNCwtNTEuOTI1MjgiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0IjotMTQuMjM1MDA0LCJsbmciOi01MS45MjUyOH0sImUiOjB9
Germany,"Yati_Afendy_,Scottie_HarrisBeaudet_,Fabrizio_Cau_,Lena_Nitsche_,Benjamin_Arias_,Fiel_Sahir_20170609,Huldah__20170622","deu,dsb,frs,frr,frk,gsg,hsb,ksh,nds,pfl,sxu,swg,stq,vmf,wep,yec,yih,-hes,-gmw",19,deu,"Adyghe (2,000), Algerian Spoken Arabic (26,000), Chaldean Neo-Aramaic (3,000), Chinese (40,000), Croatian (652,000), Dutch (101,000), English (273,000), Greek (314,000), Hebrew, Hindi (24,500), Iranian Persian (90,000), Italian (548,000), Japanese (20,000), Kabuverdianu (3,000), Korean (14,000), Laz (1,000), Moroccan Spoken Arabic (44,200), Northern Kurdish (541,000), Portuguese (78,000), Russian (360,000), Spanish (134,000), Standard Latvian (8,000), Tamil (35,000), Tigrigna (15,000), Tosk Albanian (25,000), Tunisian Spoken Arabic (26,000), Turkish (2,110,000), Turoyo (20,000), Urdu (23,000), Vietnamese (60,000)","Adyghe (2,000), Algerian Spoken Arabic (26,000), Chaldean Neo-Aramaic (3,000), Chinese (40,000), Croatian (652,000), Dutch (101,000), English (273,000), Greek (314,000), Hebrew, Hindi (24,500), Iranian Persian (90,000), Italian (548,000), Japanese (20,000), Kabuverdianu (3,000), Korean (14,000), Laz (1,000), Moroccan Spoken Arabic (44,200), Northern Kurdish (541,000), Portuguese (78,000), Russian (360,000), Spanish (134,000), Standard Latvian (8,000), Tamil (35,000), Tigrigna (15,000), Tosk Albanian (25,000), Tunisian Spoken Arabic (26,000), Turkish (2,110,000), Turoyo (20,000), Urdu (23,000), Vietnamese (60,000)",,"nds,deu","Saxon, Low, German, Standard","German, Low German","gsg,hsb,stq,rom,frr,dsb,dan","German Sign Language, Sorbian, Upper, Saterfriesisch, Romany, Frisian, Northern, Sorbian, Lower, Danish","Danish, Lower Sorbian, North Frisian, Romani, Saterland Frisian, Upper Sorbian, German Sign Language",," Baden-Württemberg_DE, Bavaria_DE, Berlin_DE, Brandenburg_DE, Bremen_DE, Hamburg_DE, Hesse_DE, Mecklenburg-Vorpommern_DE, Lower Saxony_DE, North Rhine-Westphalia_DE, Rhineland-Palatinate_DE, Saarland_DE, Saxony_DE, Saxony-Anhalt_DE, Schleswig-Holstein_DE, Thuringia_DE",16,Eurasia,"The number of individual languages listed for Germany is 28. Of these, 27 are living and 1 is extinct. Of the living languages, 2 are institutional, 12 are developing, 7 are vigorous, 5 are in trouble, and 1 is dying.","Marvin_20150625_deu,Ron_20141108_lim,Irena_20160517_sme,Thomas_20170421_-gmw,Paul_20170622_tam,Ronnie_20170622_nan+-sgl,Priya_20170622_tam,Theresa_20170622_aka,Huldah_20170622_tam",,,,DE,51.165691,10.451526,"51.165691,10.451526",🔵 eyJpIjoiNTEuMTY1NjkxLDEwLjQ1MTUyNiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjUxLjE2NTY5MSwibG5nIjoxMC40NTE1MjZ9LCJlIjowfQ==
Sweden,"Alexandra_Werner_20150326,Anneli__20141120,Hani__20140414,Hussein__20160718","fit,rmu,sma,swl,swe,sju,sje,smj",8,swe,"Arabic (153,000), Assyrian Neo-Aramaic (52,100), Danish (56,900), English (54,300), Greek (14,000), Hungarian (24,200), Iranian Persian (74,000), Northern Kurdish (83,600), Norwegian (54,300), Polish (76,300), Romanian (18,500), Russian (28,900), Serbo-Croatian (122,000), Somali (53,200), Spanish (75,200), Standard Estonian (13,000), Standard German (72,400), Thai (30,400), Tigrigna (18,600), Tosk Albanian (54,500), Turkish (45,200), Yue Chinese (20,300)","Arabic (153,000), Assyrian Neo-Aramaic (52,100), Danish (56,900), English (54,300), Greek (14,000), Hungarian (24,200), Iranian Persian (74,000), Northern Kurdish (83,600), Norwegian (54,300), Polish (76,300), Romanian (18,500), Russian (28,900), Serbo-Croatian (122,000), Somali (53,200), Spanish (75,200), Standard Estonian (13,000), Standard German (72,400), Thai (30,400), Tigrigna (18,600), Tosk Albanian (54,500), Turkish (45,200), Yue Chinese (20,300)",,swe,Swedish,Swedish,"yid,sju,rom,fit,fin","Yiddish, Saami, Ume, Romany, Finnish, Tornedalen, Finnish","Finnish, Meänkieli, Romani, Sami, Yiddish, ",,,0,Eurasia,"The number of individual languages listed for Sweden is 13. All are living languages. Of these, 6 are institutional, 4 are developing, and 3 are dying.",Alexandra_20150326_dan,,,,SE,60.128161,18.643501,"60.128161,18.643501",🔵 eyJpIjoiNjAuMTI4MTYxLDE4LjY0MzUwMSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjYwLjEyODE2MSwibG5nIjoxOC42NDM1MDF9LCJlIjowfQ==
Taiwan,"Teddy_Nee_20141005,Ibrahim_Najum_20160229,Mandala__20180228","ami,ais,bzg,byq,bnn,ckv,dru,fos,kae,pyu,ppu,pwn,ssf,sxr,tsu,tss,trv,tay,tao,uun,xsy,xnb",22,"cmn,nan","Halh Mongolian (6,000), Tibetan (2,000)","Halh Mongolian (6,000), Tibetan (2,000)","Before the end of the civil war in 1949 the Republic of China included mainland China, Mongolia and other areas, totaling 11418174 km^2 (4408582 sq mi).",cmn,"Chinese, Mandarin",Mandarin,"tsu,ssf,trv,sxr,dru,pyu,xsy,pwn,uun,ckv,xnb,ami,bnn,tay,hak,nan","Tsou, Thao, Taroko, Saaroa, Rukai, Puyuma, Saisiyat, Paiwan, Kulon-Pazeh, Kavalan, Kanakanabu, Amis, Bunun, Atayal, Chinese, Hakka, Chinese, Min Nan","Hokkien, Hakka, Atayal, Bunun, Amis, Kanakanabu, Kavalan, Kaxabu, Paiwan, Saisiyat, Puyuma, Rukai, Saaroa, Seediq (aka Truku), Thao, Tsou",,,0,Eurasia,"The number of individual languages listed for Taiwan is 26. Of these, 22 are living and 4 are extinct. Of the living languages, 4 are institutional, 6 are developing, 1 is vigorous, 3 are in trouble, and 8 are dying.","Teddy_20141005_epo,Omar_20170421_mnk,Achille_20180226_mos+dyu,Mandala_20180228_sun",,,,TW,23.69781,120.960515,"23.69781,120.960515",🔵 eyJpIjoiMjMuNjk3ODEsMTIwLjk2MDUxNSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjIzLjY5NzgxLCJsbmciOjEyMC45NjA1MTV9LCJlIjowfQ==
Nigeria,Ijeoma_Umebinyuo_,"aaa,agc,agb,asg,amb,afo,afn,ayu,afe,ayk,ayi,aye,alf,ala,adu,aqg,awo,awc,akf,akd,ajw,acp,acb,aum,aik,abo,abn,abm,anw,ahs,ahn,ann,ank,anc,atg,amo,aab,bgu,bzy,bzz,bzw,bte,bga,bta,bsx,bsr,bsl,bma,bsj,bys,bsf,byp,byj,brt,byf,byc,bky,bkv,bxq,bxo,bqx,bqw,bqv,bqp,bka,bwr,bde,bcy,bcv,bcs,bcn,bvw,bin,bil,bvj,bij,bvh,bbu,bbt,bbs,bom,bol,buz,bux,bus,buj,bau,btu,btt,cfg,cfd,cen,cfa,cet,cla,cky,cdr,ckl,cch,ccg,cbo,cie,cry,dri,dza,dzd,deg,dot,dwa,dir,dio,doh,dbv,dbp,dbo,dbm,dud,dbi,dbd,dbb,dam,dgh,enn,eze,eza,eki,eke,eka,evh,erh,etx,etu,ehu,ego,ets,epi,ema,enw,efi,efa,env,elm,etb,ekr,ebg,ekp,fie,fah,fuv,fli,fkk,fum,fir,fam,geg,gew,gmz,ged,glw,gea,glo,gdu,gye,grh,gkn,grd,gdf,gde,gwn,gji,gwg,gqa,gpa,gwb,gby,gvm,gbr,gib,gnh,gne,gua,gel,gek,gmd,hia,hwo,hbb,hau,hoe,hod,hig,hsl,ibb,igl,izz,ige,ish,igb,ilv,izr,iya,idu,iri,ids,ikw,ikv,iqw,ide,itw,ikp,idc,iko,ikl,ikk,its,ich,iki,itm,iby,ijn,ijs,ibr,ije,ibo,ijc,ibn,ibm,ibe,ihi,igw,iso,isi,jaf,jjr,jni,juw,jie,juu,jid,jib,juo,jms,jgk,juk,jmi,juh,jmb,jub,jer,jen,jrt,jku,jrr,jab,kub,kaj,kai,kna,kmy,ktc,kmi,ksq,kso,ksm,klo,kez,ksa,klk,kes,krp,krh,kku,kkr,kks,kkm,kdx,kxe,kdp,kkd,kdm,kdl,kka,kwq,kwl,kcs,kcq,kwb,kpk,kci,kch,kcg,kcf,kce,kcc,kbz,kpa,kil,kow,kov,kof,koc,kul,kau,khj,kug,kuh,kni,kgt,kad,knc,lak,lop,ldp,ldo,ldq,ldl,ldk,ldj,ldh,ldg,ldd,ldb,lnu,lan,lla,mgj,mgi,mzm,mzk,mmf,mfo,mfn,mfm,mma,mfl,mew,mrt,mko,mkf,mjs,mda,mcj,mbu,moi,mae,mtl,nfd,nkz,nsc,nkx,ned,njr,ndr,nja,ndi,ndd,nin,nns,nup,nuh,nbr,nbp,nbo,nbh,ngx,nbb,ngw,nmi,ngs,nat,nar,ngi,nsi,oks,okr,oso,orx,okd,oke,okb,orr,org,ogu,ogo,ogg,ogc,olm,ogb,opa,ofu,odu,oda,okx,obu,pym,pqa,pwb,plj,pcw,pcn,pcm,piy,pip,pbn,pbl,png,pgs,pai,res,ruz,ruy,rod,rax,rin,ruk,sha,syk,sxs,sqh,sqa,sde,scw,scv,sur,sir,say,sho,tal,tak,tgd,tye,tdv,tdq,tdo,tkq,tdl,tdk,tvd,tiv,tul,thy,ttr,ttb,tan,tsw,ukp,une,uba,uji,uya,umm,uha,urh,utr,uta,uok,ulb,ula,uda,ukw,uku,ukq,ver,vem,vki,vit,vor,wom,wji,wja,wav,wma,xab,xsn,xsh,xoc,yes,yer,yot,yor,ybl,ybj,yun,ynq,yba,yaz,yay,zhi,zua,zaz,ziz,zns,zir,zah",494,eng,"Bagirmi, Mbay","Bagirmi, Mbay",,"ibo,yor,hau,eng","Igbo, Yoruba, Hausa, English","English, Hausa, Yoruba, Igbo",,,,,"Abia_NG,Adamawa_NG,Akwa Ibom_NG,Anambra_NG,Bauchi State_NG,Bayelsa_NG,Benue_NG,Borno_NG,Cross River_NG,Delta_NG,Ebonyi_NG,Edo_NG,Ekiti_NG,Enugu State_NG,Gombe State_NG,Imo_NG,Jigawa_NG,Kaduna State_NG,Kano State_NG,Katsina State_NG,Kebbi_NG,Kogi_NG,Kwara_NG,Lagos State_NG,Nasarawa_NG,Niger_NG,Ogun_NG,Ondo_NG,Osun_NG,Oyo State_NG,Plateau_NG,Rivers_NG,Sokoto State_NG,Taraba_NG,Yobe_NG,Zamfara_NG,Federal Capital_NG",37,Africa,"The number of individual languages listed for Nigeria is 529. Of these, 522 are living and 7 are extinct. Of the living languages, 21 are institutional, 76 are developing, 357 are vigorous, 26 are in trouble, and 42 are dying.",,,,,NG,9.081999,8.675277,"9.081999,8.675277",🔵 eyJpIjoiOS4wODE5OTksOC42NzUyNzciLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo5LjA4MTk5OSwibG5nIjo4LjY3NTI3N30sImUiOjB9
Albania,"Angel__20140729,Cristian__20150428,Enkelejd__20151027,Gjyste__20150720,Irena__20150720,Ilir__20150416","als,sqk,sqi",3,als,"Italian (520), Turkish (710)","Italian (520), Turkish (710)",,sqi,Albanian,Albanian,,,,,,0,Eurasia,"The number of individual languages listed for Albania is 8. All are living languages. Of these, 2 are institutional, 4 are developing, 1 is vigorous, and 1 is in trouble.",,,,,AL,41.153332,20.168331,"41.153332,20.168331",🔵 eyJpIjoiNDEuMTUzMzMyLDIwLjE2ODMzMSIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjQxLjE1MzMzMiwibG5nIjoyMC4xNjgzMzF9LCJlIjowfQ==
Togo,Isaaka_Ouro-Wetchire_20160628,"ayg,aks,ade,ahl,bqg,bud,gng,gej,ife,keu,kef,kdh,kpo,kbp,las,mfq,nmz,wci,wud",19,fra,,,,fra,French,French,,,,,,0,Africa,"The number of individual languages listed for Togo is 42. All are living languages. Of these, 5 are institutional, 18 are developing, 17 are vigorous, and 2 are in trouble.",,,,,TG,8.619543,0.824782,"8.619543,0.824782",🔵 eyJpIjoiOC42MTk1NDMsMC44MjQ3ODIiLCJvIjp7InN0YXR1cyI6Ik9LIiwibGF0Ijo4LjYxOTU0MywibG5nIjowLjgyNDc4Mn0sImUiOjB9
Portugal,"Mário_Lopes_,Ademar__20150815,António__20150815,Aurora__20150815,Domingos__20150815,Isabel__20150815","drc,mwl,por,psr",4,por,"Arabic (27,000)","Arabic (27,000)",,por,Portuguese,Portuguese,mwl,Mirandese,Mirandese,,,0,Eurasia,"The number of individual languages listed for Portugal is 10. All are living languages. Of these, 2 are institutional, 5 are developing, 2 are in trouble, and 1 is dying.","Isabel_20150815_mwl,Celena_20150815_mwl+por,Aurora+Ademar_20150815_mwl,António+Domingos+Porfirio_20150815_mwl,Mario_20161021_eng+cmn+jpn+por",,,,PT,39.399872,-8.224454,"39.399872,-8.224454",🔵 eyJpIjoiMzkuMzk5ODcyLC04LjIyNDQ1NCIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjM5LjM5OTg3MiwibG5nIjotOC4yMjQ0NTR9LCJlIjowfQ==
Russian Federation,"Aiza_Bashieva_,Brett_Donohoe_,Patinat_Rasulova_20170705,Movsar_Bekaev_20170713,Aigul__20170705,Alana__20170705,Daria_Mikhailova_20170705,Evgenii__20170214,Inna_Dzhambekova_20170705,Isayev__20141029","alt,alr,ady,akv,aqc,ava,abq,atv,ani,agx,bak,bxr,bph,bua,che,ckt,cjs,cji,chv,chu,chm,clw,ddo,dar,dlg,enf,eve,enh,gdo,gld,gin,huz,izh,itl,inh,jdt,ket,krl,krk,krc,kpy,kpv,kjh,kpt,kca,kim,kva,kom,koi,khv,kbd,kum,kap,lud,lbe,lez,myv,mrj,mdf,mhr,mns,mud,neg,nog,niv,nio,olo,oac,oss,oaa,rut,rus,rsl,sah,sel,sjt,sjd,sty,sia,tyv,tin,tat,tab,udm,ulc,ude,vot,vep,xas,xal,ysr,yrk,ykg,yux,ynk,yug",96,"rus,kpv","Abkhaz (6,790), Armenian (661,000), Assyrian Neo-Aramaic (4,470), Belarusian (174,000), Bulgarian (22,900), Crimean Tatar (310), Dungan (500), Eastern Yiddish (7,500), Gagauz (5,920), Georgian (171,000), Greek (42,500), Hungarian (6,890), Karakalpak (870), Kazakh (401,000), Kyrgyz (80,300), Lithuanian (31,300), Mandarin Chinese (70,700), Northern Kurdish (34,700), Northern Uzbek (273,500), Polish (67,400), Pontic (358,000), Romanian (117,000), Standard Estonian (15,600), Standard German (2,070,000), Standard Latvian (30,100), Tajiki (142,000), Talysh (3,400), Turkish (146,000), Turkmen (30,800), Udi (2,270), Ukrainian (1,130,000), Uyghur (1,050), Vietnamese (10,100)","Abkhaz (6,790), Armenian (661,000), Assyrian Neo-Aramaic (4,470), Belarusian (174,000), Bulgarian (22,900), Crimean Tatar (310), Dungan (500), Eastern Yiddish (7,500), Gagauz (5,920), Georgian (171,000), Greek (42,500), Hungarian (6,890), Karakalpak (870), Kazakh (401,000), Kyrgyz (80,300), Lithuanian (31,300), Mandarin Chinese (70,700), Northern Kurdish (34,700), Northern Uzbek (273,500), Polish (67,400), Pontic (358,000), Romanian (117,000), Standard Estonian (15,600), Standard German (2,070,000), Standard Latvian (30,100), Tajiki (142,000), Talysh (3,400), Turkish (146,000), Turkmen (30,800), Udi (2,270), Ukrainian (1,130,000), Uyghur (1,050), Vietnamese (10,100)","Largest country in the world; its European portion makes it the largest country in Europe, whereas its Asian portion makes it the largest country in Asia.",rus,Russian,Russian,"ukr,udm,tyv,tkr,ttt,tat,tab,sah,rut,oss,nog,mdf,chm,lez,lbe,kum,kpv,kjh,krc,xal,kbd,inh,myv,dar,crh,chv,che,bua,bak,aze,ava,alt,agx,ady,abq","Ukrainian, Udmurt, Tuva, Tsakhur, Tat, Muslim, Tatar, Tabassaran, Yakut, Rutul, Ossetic, Nogai, Moksha, Mari, Lezgi, Lak, Kumyk, Komi-Zyrian, Khakas, Karachay-Balkar, Kalmyk-Oirat, Kabardian, Ingush, Erzya, Dargwa, Crimean Tatar, Chuvash, Chechen, Buriat, Bashkort, Azerbaijani, Avar, Altai, Southern, Aghul, Adyghe, Abaza","Abaza, Adyghe, Agul, Altay, Avar, Azerbaijani, Bashkir, Buryat, Chechen, Chuvash, Crimean Tatar, Dargin, Erzya, Ingush, Kabardian, Kalmyk, Karachay-Balkar, Khakas, Komi-Zyrian, Kumyk, Lak, Lezgian, Mari, Moksha, Nogai, Ossetic, Rutul, Sakha, Tabasaran, Tatar, Tati, Tsakhur, Tuvin, Udmurt, Ukrainian",,"Amur_RU,Arkhangelsk_RU,Astrakhan_RU,Belgorod_RU,Bryansk_RU,Chelyabinsk_RU,Irkutsk_RU,Ivanovo_RU,Kaliningrad_RU,Kaluga_RU,Kemerovo_RU,Kirov_RU,Kostroma_RU,Kurgan_RU,Kursk_RU,Leningrad_RU,Lipetsk_RU,Magadan_RU,Moscow Oblast_RU,Murmansk_RU,Nizhny Novgorod_RU,Novgorod_RU,Novosibirsk_RU,Omsk_RU,Orenburg_RU,Oryol_RU,Penza_RU,Pskov_RU,Rostov_RU,Ryazan_RU,Sakhalin_RU,Samara_RU,Saratov_RU,Smolensk_RU,Sverdlovsk_RU,Tambov_RU,Tomsk_RU,Tver_RU,Tula_RU,Tyumen_RU,Ulyanovsk_RU,Vladimir_RU,Volgograd_RU,Vologda_RU,Voronezh_RU,Yaroslavl_RU,Adygea_RU,Altai Republic_RU,Bashkortostan_RU,Buryatia_RU,Chechnya_RU,Chuvashia_RU,Crimea**_RU,Dagestan_RU,Ingushetia_RU,Kabardino-Balkaria_RU,Kalmykia_RU,Karachay-Cherkessia_RU,Karelia_RU,Khakassia_RU,Komi_RU,Mari El_RU,Mordovia_RU,North Ossetia-Alania_RU,Sakha_RU,Tatarstan_RU,Tuva_RU,Udmurtia_RU,Altai Krai_RU,Kamchatka_RU,Khabarovsk_RU,Krasnodar_RU,Krasnoyarsk_RU,Perm_RU,Primorsky_RU,Stavropol_RU,Zabaykalsky_RU,Chukotka_RU,Khanty–Mansia_RU,Nenets_RU,Yamalo-Nenets_RU,Moscow*_RU,Saint Petersburg_RU,Sevastopol**_RU,Jewish Autonomous Oblast_RU",85,Eurasia,"The number of individual languages listed for Russian Federation is 107. Of these, 105 are living and 2 are extinct. Of the living languages, 19 are institutional, 24 are developing, 5 are vigorous, 26 are in trouble, and 31 are dying.","Vseslav_20151201_eng+deu+ukr+pol+fra,Daria_20170705_rsl,Patinat_20170705_ava,Aigul_20170705_kir,Inna_20170705_ady,Zarina_20170705_oss,Alana_20170705_oss,Movsar_20170713_che",,,,RU,61.52401,105.318756,"61.52401,105.318756",🔵 eyJpIjoiNjEuNTI0MDEsMTA1LjMxODc1NiIsIm8iOnsic3RhdHVzIjoiT0siLCJsYXQiOjYxLjUyNDAxLCJsbmciOjEwNS4zMTg3NTZ9LCJlIjowfQ==
